sector,subsector,iso3_country,co2e_100yr,continent_ct
forestry-and-land-use,water-reservoirs,LBR,12127,Africa
forestry-and-land-use,wetland-fires,LBR,19,Africa
agriculture,cropland-fires,LBY,738,Africa
transportation,domestic-aviation,LBY,3977,Africa
power,electricity-generation,LBY,1019700,Africa
agriculture,enteric-fermentation-cattle-pasture,LBY,4230,Africa
forestry-and-land-use,forest-land-clearing,LBY,3,Africa
forestry-and-land-use,forest-land-degradation,LBY,0,Africa
forestry-and-land-use,forest-land-fires,LBY,49,Africa
transportation,international-aviation,LBY,23850,Africa
agriculture,manure-left-on-pasture-cattle,LBY,2184,Africa
forestry-and-land-use,net-forest-land,LBY,4734,Africa
forestry-and-land-use,net-shrubgrass,LBY,-143263,Africa
forestry-and-land-use,net-wetland,LBY,20,Africa
fossil-fuel-operations,oil-and-gas-production-and-transport,LBY,3131309,Africa
fossil-fuel-operations,oil-and-gas-refining,LBY,314596,Africa
forestry-and-land-use,removals,LBY,-4682,Africa
transportation,road-transportation,LBY,470552,Africa
forestry-and-land-use,shrubgrass-fires,LBY,7,Africa
waste,solid-waste-disposal,LBY,217570,Africa
agriculture,synthetic-fertilizer-application,LBY,5096,Africa
waste,wastewater-treatment-and-discharge,LBY,7716,Africa
forestry-and-land-use,water-reservoirs,LBY,389,Africa
forestry-and-land-use,wetland-fires,LBY,0,Africa
agriculture,cropland-fires,LCA,186,North America
forestry-and-land-use,forest-land-clearing,LCA,1747,North America
forestry-and-land-use,forest-land-degradation,LCA,985,North America
forestry-and-land-use,forest-land-fires,LCA,0,North America
transportation,international-aviation,LCA,50002,North America
forestry-and-land-use,net-forest-land,LCA,-16263,North America
forestry-and-land-use,net-shrubgrass,LCA,-25,North America
forestry-and-land-use,net-wetland,LCA,84,North America
forestry-and-land-use,removals,LCA,-2894,North America
forestry-and-land-use,shrubgrass-fires,LCA,0,North America
waste,wastewater-treatment-and-discharge,LCA,195,North America
forestry-and-land-use,wetland-fires,LCA,0,North America
agriculture,cropland-fires,LIE,117,Europe
agriculture,enteric-fermentation-cattle-pasture,LIE,0,Europe
forestry-and-land-use,forest-land-clearing,LIE,25,Europe
forestry-and-land-use,forest-land-degradation,LIE,0,Europe
forestry-and-land-use,forest-land-fires,LIE,0,Europe
agriculture,manure-left-on-pasture-cattle,LIE,0,Europe
forestry-and-land-use,net-forest-land,LIE,14462,Europe
forestry-and-land-use,net-shrubgrass,LIE,3207,Europe
forestry-and-land-use,net-wetland,LIE,4,Europe
forestry-and-land-use,removals,LIE,214,Europe
forestry-and-land-use,shrubgrass-fires,LIE,0,Europe
agriculture,synthetic-fertilizer-application,LIE,13,Europe
forestry-and-land-use,wetland-fires,LIE,0,Europe
agriculture,cropland-fires,LKA,1047,Asia
transportation,domestic-aviation,LKA,116,Asia
power,electricity-generation,LKA,1099857,Asia
agriculture,enteric-fermentation-cattle-pasture,LKA,3942,Asia
forestry-and-land-use,forest-land-clearing,LKA,23250,Asia
forestry-and-land-use,forest-land-degradation,LKA,1925,Asia
forestry-and-land-use,forest-land-fires,LKA,574,Asia
transportation,international-aviation,LKA,277057,Asia
agriculture,manure-left-on-pasture-cattle,LKA,898,Asia
forestry-and-land-use,net-forest-land,LKA,-170427,Asia
forestry-and-land-use,net-shrubgrass,LKA,-1533,Asia
forestry-and-land-use,net-wetland,LKA,-2715,Asia
fossil-fuel-operations,oil-and-gas-refining,LKA,245409,Asia
forestry-and-land-use,removals,LKA,-28140,Asia
agriculture,rice-cultivation,LKA,17985,Asia
transportation,road-transportation,LKA,34587,Asia
forestry-and-land-use,shrubgrass-fires,LKA,27,Asia
waste,solid-waste-disposal,LKA,26530,Asia
agriculture,synthetic-fertilizer-application,LKA,6704,Asia
waste,wastewater-treatment-and-discharge,LKA,3322,Asia
forestry-and-land-use,water-reservoirs,LKA,10067,Asia
forestry-and-land-use,wetland-fires,LKA,0,Asia
agriculture,cropland-fires,LSO,29935,Africa
agriculture,enteric-fermentation-cattle-pasture,LSO,39381,Africa
forestry-and-land-use,forest-land-clearing,LSO,636,Africa
forestry-and-land-use,forest-land-degradation,LSO,0,Africa
forestry-and-land-use,forest-land-fires,LSO,229,Africa
transportation,international-aviation,LSO,1216,Africa
agriculture,manure-left-on-pasture-cattle,LSO,20334,Africa
forestry-and-land-use,net-forest-land,LSO,-17922,Africa
forestry-and-land-use,net-shrubgrass,LSO,-1276058,Africa
forestry-and-land-use,net-wetland,LSO,-6600,Africa
forestry-and-land-use,removals,LSO,-98217,Africa
forestry-and-land-use,shrubgrass-fires,LSO,18799,Africa
waste,solid-waste-disposal,LSO,61842,Africa
agriculture,synthetic-fertilizer-application,LSO,534,Africa
waste,wastewater-treatment-and-discharge,LSO,74,Africa
forestry-and-land-use,water-reservoirs,LSO,8440,Africa
forestry-and-land-use,wetland-fires,LSO,23,Africa
agriculture,cropland-fires,LTU,55695,Europe
power,electricity-generation,LTU,99000,Europe
agriculture,enteric-fermentation-cattle-pasture,LTU,17838,Europe
forestry-and-land-use,forest-land-clearing,LTU,395213,Europe
forestry-and-land-use,forest-land-degradation,LTU,0,Europe
forestry-and-land-use,forest-land-fires,LTU,104,Europe
transportation,international-aviation,LTU,53421,Europe
agriculture,manure-left-on-pasture-cattle,LTU,6285,Europe
forestry-and-land-use,net-forest-land,LTU,956931,Europe
forestry-and-land-use,net-shrubgrass,LTU,-24017,Europe
forestry-and-land-use,net-wetland,LTU,-22335,Europe
fossil-fuel-operations,oil-and-gas-refining,LTU,1498606,Europe
manufacturing,other-manufacturing,LTU,555000,Europe
forestry-and-land-use,removals,LTU,-382404,Europe
transportation,road-transportation,LTU,150704,Europe
forestry-and-land-use,shrubgrass-fires,LTU,38,Europe
waste,solid-waste-disposal,LTU,13174,Europe
agriculture,synthetic-fertilizer-application,LTU,44353,Europe
waste,wastewater-treatment-and-discharge,LTU,2607,Europe
forestry-and-land-use,water-reservoirs,LTU,4198,Europe
forestry-and-land-use,wetland-fires,LTU,7,Europe
agriculture,cropland-fires,LUX,1227,Europe
agriculture,enteric-fermentation-cattle-pasture,LUX,31466,Europe
forestry-and-land-use,forest-land-clearing,LUX,73019,Europe
forestry-and-land-use,forest-land-degradation,LUX,0,Europe
forestry-and-land-use,forest-land-fires,LUX,0,Europe
transportation,international-aviation,LUX,1780259,Europe
agriculture,manure-left-on-pasture-cattle,LUX,11087,Europe
forestry-and-land-use,net-forest-land,LUX,-15515,Europe
forestry-and-land-use,net-shrubgrass,LUX,1663,Europe
forestry-and-land-use,net-wetland,LUX,-57,Europe
manufacturing,other-manufacturing,LUX,114000,Europe
forestry-and-land-use,removals,LUX,-73255,Europe
transportation,road-transportation,LUX,189022,Europe
forestry-and-land-use,shrubgrass-fires,LUX,0,Europe
waste,solid-waste-disposal,LUX,18928,Europe
agriculture,synthetic-fertilizer-application,LUX,228,Europe
waste,wastewater-treatment-and-discharge,LUX,1412,Europe
forestry-and-land-use,water-reservoirs,LUX,264,Europe
forestry-and-land-use,wetland-fires,LUX,0,Europe
agriculture,cropland-fires,LVA,49813,Europe
power,electricity-generation,LVA,236666,Europe
agriculture,enteric-fermentation-cattle-pasture,LVA,26012,Europe
forestry-and-land-use,forest-land-clearing,LVA,1349011,Europe
forestry-and-land-use,forest-land-degradation,LVA,0,Europe
forestry-and-land-use,forest-land-fires,LVA,455,Europe
transportation,international-aviation,LVA,197887,Europe
agriculture,manure-left-on-pasture-cattle,LVA,9165,Europe
forestry-and-land-use,net-forest-land,LVA,-643417,Europe
forestry-and-land-use,net-shrubgrass,LVA,-63235,Europe
forestry-and-land-use,net-wetland,LVA,-110325,Europe
forestry-and-land-use,removals,LVA,-1371749,Europe
transportation,road-transportation,LVA,231574,Europe
forestry-and-land-use,shrubgrass-fires,LVA,29,Europe
waste,solid-waste-disposal,LVA,103547,Europe
agriculture,synthetic-fertilizer-application,LVA,51678,Europe
waste,wastewater-treatment-and-discharge,LVA,1077,Europe
forestry-and-land-use,water-reservoirs,LVA,4111,Europe
forestry-and-land-use,wetland-fires,LVA,34,Europe
agriculture,cropland-fires,MAC,3,Asia
forestry-and-land-use,forest-land-clearing,MAC,19,Asia
forestry-and-land-use,forest-land-degradation,MAC,0,Asia
forestry-and-land-use,forest-land-fires,MAC,0,Asia
transportation,international-aviation,MAC,142005,Asia
forestry-and-land-use,net-forest-land,MAC,4094,Asia
forestry-and-land-use,net-shrubgrass,MAC,3,Asia
forestry-and-land-use,net-wetland,MAC,10,Asia
forestry-and-land-use,removals,MAC,32,Asia
agriculture,rice-cultivation,MAC,1,Asia
transportation,road-transportation,MAC,66656,Asia
forestry-and-land-use,shrubgrass-fires,MAC,0,Asia
agriculture,synthetic-fertilizer-application,MAC,20,Asia
waste,wastewater-treatment-and-discharge,MAC,4424,Asia
forestry-and-land-use,wetland-fires,MAC,0,Asia
forestry-and-land-use,forest-land-clearing,MAF,358,North America
forestry-and-land-use,forest-land-degradation,MAF,92,North America
forestry-and-land-use,forest-land-fires,MAF,0,North America
transportation,international-aviation,MAF,3211,North America
forestry-and-land-use,net-forest-land,MAF,36192,North America
forestry-and-land-use,net-shrubgrass,MAF,755,North America
forestry-and-land-use,net-wetland,MAF,209,North America
forestry-and-land-use,removals,MAF,-48,North America
forestry-and-land-use,shrubgrass-fires,MAF,0,North America
waste,wastewater-treatment-and-discharge,MAF,642,North America
forestry-and-land-use,wetland-fires,MAF,0,North America
agriculture,cropland-fires,MAR,13256,Africa
transportation,domestic-aviation,MAR,4549,Africa
power,electricity-generation,MAR,2625000,Africa
agriculture,enteric-fermentation-cattle-pasture,MAR,10035,Africa
forestry-and-land-use,forest-land-clearing,MAR,5335,Africa
forestry-and-land-use,forest-land-degradation,MAR,0,Africa
forestry-and-land-use,forest-land-fires,MAR,4087,Africa
transportation,international-aviation,MAR,90433,Africa
agriculture,manure-left-on-pasture-cattle,MAR,5181,Africa
forestry-and-land-use,net-forest-land,MAR,412800,Africa
forestry-and-land-use,net-shrubgrass,MAR,344472,Africa
forestry-and-land-use,net-wetland,MAR,-643,Africa
fossil-fuel-operations,oil-and-gas-production-and-transport,MAR,25822,Africa
fossil-fuel-operations,oil-and-gas-refining,MAR,0,Africa
forestry-and-land-use,removals,MAR,-4574,Africa
transportation,road-transportation,MAR,175234,Africa
forestry-and-land-use,shrubgrass-fires,MAR,159,Africa
waste,solid-waste-disposal,MAR,233216,Africa
agriculture,synthetic-fertilizer-application,MAR,37621,Africa
waste,wastewater-treatment-and-discharge,MAR,19142,Africa
forestry-and-land-use,water-reservoirs,MAR,5962,Africa
forestry-and-land-use,wetland-fires,MAR,0,Africa
agriculture,cropland-fires,MCO,13,Europe
agriculture,enteric-fermentation-cattle-pasture,MCO,0,Europe
forestry-and-land-use,forest-land-clearing,MCO,0,Europe
forestry-and-land-use,forest-land-degradation,MCO,0,Europe
forestry-and-land-use,forest-land-fires,MCO,0,Europe
transportation,international-aviation,MCO,623,Europe
agriculture,manure-left-on-pasture-cattle,MCO,0,Europe
forestry-and-land-use,net-forest-land,MCO,6,Europe
forestry-and-land-use,net-shrubgrass,MCO,2,Europe
forestry-and-land-use,removals,MCO,0,Europe
forestry-and-land-use,shrubgrass-fires,MCO,0,Europe
agriculture,synthetic-fertilizer-application,MCO,0,Europe
waste,wastewater-treatment-and-discharge,MCO,459,Europe
agriculture,cropland-fires,MDA,40485,Europe
power,electricity-generation,MDA,282250,Europe
agriculture,enteric-fermentation-cattle-pasture,MDA,811,Europe
forestry-and-land-use,forest-land-clearing,MDA,14034,Europe
forestry-and-land-use,forest-land-degradation,MDA,0,Europe
forestry-and-land-use,forest-land-fires,MDA,40,Europe
transportation,international-aviation,MDA,125489,Europe
agriculture,manure-left-on-pasture-cattle,MDA,277,Europe
forestry-and-land-use,net-forest-land,MDA,-486414,Europe
forestry-and-land-use,net-shrubgrass,MDA,-71550,Europe
forestry-and-land-use,net-wetland,MDA,-11638,Europe
forestry-and-land-use,removals,MDA,-41912,Europe
transportation,road-transportation,MDA,190366,Europe
forestry-and-land-use,shrubgrass-fires,MDA,48,Europe
waste,solid-waste-disposal,MDA,107508,Europe
agriculture,synthetic-fertilizer-application,MDA,19174,Europe
waste,wastewater-treatment-and-discharge,MDA,1161,Europe
forestry-and-land-use,water-reservoirs,MDA,15537,Europe
forestry-and-land-use,wetland-fires,MDA,40,Europe
agriculture,cropland-fires,MDG,315134,Africa
transportation,domestic-aviation,MDG,1426,Africa
power,electricity-generation,MDG,197000,Africa
agriculture,enteric-fermentation-cattle-pasture,MDG,599700,Africa
forestry-and-land-use,forest-land-clearing,MDG,5174521,Africa
forestry-and-land-use,forest-land-degradation,MDG,237173,Africa
forestry-and-land-use,forest-land-fires,MDG,2565850,Africa
transportation,international-aviation,MDG,6882,Africa
agriculture,manure-left-on-pasture-cattle,MDG,309655,Africa
forestry-and-land-use,net-forest-land,MDG,2946667,Africa
forestry-and-land-use,net-shrubgrass,MDG,1665769,Africa
forestry-and-land-use,net-wetland,MDG,-19972,Africa
forestry-and-land-use,removals,MDG,-11253414,Africa
transportation,road-transportation,MDG,103452,Africa
forestry-and-land-use,shrubgrass-fires,MDG,2040156,Africa
waste,solid-waste-disposal,MDG,117720,Africa
waste,wastewater-treatment-and-discharge,MDG,1617,Africa
forestry-and-land-use,water-reservoirs,MDG,2532,Africa
forestry-and-land-use,wetland-fires,MDG,31376,Africa
agriculture,cropland-fires,MDV,833,Asia
transportation,domestic-aviation,MDV,2156,Asia
forestry-and-land-use,forest-land-clearing,MDV,0,Asia
forestry-and-land-use,forest-land-degradation,MDV,0,Asia
forestry-and-land-use,forest-land-fires,MDV,0,Asia
transportation,international-aviation,MDV,238769,Asia
forestry-and-land-use,net-forest-land,MDV,-348,Asia
forestry-and-land-use,net-shrubgrass,MDV,-1646,Asia
forestry-and-land-use,net-wetland,MDV,-116,Asia
forestry-and-land-use,removals,MDV,-49,Asia
transportation,road-transportation,MDV,6355,Asia
forestry-and-land-use,shrubgrass-fires,MDV,0,Asia
waste,wastewater-treatment-and-discharge,MDV,179,Asia
forestry-and-land-use,wetland-fires,MDV,0,Asia
fossil-fuel-operations,coal-mining,MEX,199351,North America
mineral-extraction,copper-mining,MEX,191797,North America
agriculture,cropland-fires,MEX,26225,North America
transportation,domestic-aviation,MEX,91400,North America
power,electricity-generation,MEX,1000016,North America
agriculture,enteric-fermentation-cattle-feedlot,MEX,10314,North America
agriculture,enteric-fermentation-cattle-pasture,MEX,47369,North America
forestry-and-land-use,forest-land-clearing,MEX,39934,North America
forestry-and-land-use,forest-land-degradation,MEX,2145,North America
forestry-and-land-use,forest-land-fires,MEX,47067,North America
transportation,international-aviation,MEX,161440,North America
mineral-extraction,iron-mining,MEX,164220,North America
agriculture,manure-left-on-pasture-cattle,MEX,13634,North America
agriculture,manure-management-cattle-feedlot,MEX,188,North America
forestry-and-land-use,net-forest-land,MEX,73074,North America
forestry-and-land-use,net-shrubgrass,MEX,22574,North America
forestry-and-land-use,net-wetland,MEX,-5464,North America
fossil-fuel-operations,oil-and-gas-production-and-transport,MEX,3386375,North America
fossil-fuel-operations,oil-and-gas-refining,MEX,1183800,North America
forestry-and-land-use,removals,MEX,-82884,North America
transportation,road-transportation,MEX,268933,North America
forestry-and-land-use,shrubgrass-fires,MEX,2634,North America
waste,solid-waste-disposal,MEX,53328,North America
agriculture,synthetic-fertilizer-application,MEX,7982,North America
waste,wastewater-treatment-and-discharge,MEX,1527,North America
forestry-and-land-use,water-reservoirs,MEX,20720,North America
forestry-and-land-use,wetland-fires,MEX,78,North America
transportation,domestic-aviation,MHL,188,Oceania
transportation,international-aviation,MHL,5105,Oceania
waste,wastewater-treatment-and-discharge,MHL,343,Oceania
fossil-fuel-operations,coal-mining,MKD,64436,Europe
mineral-extraction,copper-mining,MKD,125504,Europe
agriculture,cropland-fires,MKD,2559,Europe
power,electricity-generation,MKD,840666,Europe
agriculture,enteric-fermentation-cattle-pasture,MKD,3463,Europe
forestry-and-land-use,forest-land-clearing,MKD,11641,Europe
forestry-and-land-use,forest-land-degradation,MKD,0,Europe
forestry-and-land-use,forest-land-fires,MKD,6232,Europe
transportation,international-aviation,MKD,40274,Europe
agriculture,manure-left-on-pasture-cattle,MKD,1220,Europe
forestry-and-land-use,net-forest-land,MKD,167063,Europe
forestry-and-land-use,net-shrubgrass,MKD,18582,Europe
forestry-and-land-use,net-wetland,MKD,92,Europe
fossil-fuel-operations,oil-and-gas-refining,MKD,129567,Europe
forestry-and-land-use,removals,MKD,-14726,Europe
transportation,road-transportation,MKD,145584,Europe
forestry-and-land-use,shrubgrass-fires,MKD,489,Europe
waste,solid-waste-disposal,MKD,398386,Europe
agriculture,synthetic-fertilizer-application,MKD,2127,Europe
waste,wastewater-treatment-and-discharge,MKD,994,Europe
forestry-and-land-use,water-reservoirs,MKD,2150,Europe
forestry-and-land-use,wetland-fires,MKD,2,Europe
agriculture,cropland-fires,MLI,204064,Africa
transportation,domestic-aviation,MLI,1455,Africa
power,electricity-generation,MLI,294000,Africa
agriculture,enteric-fermentation-cattle-pasture,MLI,415095,Africa
forestry-and-land-use,forest-land-clearing,MLI,33950,Africa
forestry-and-land-use,forest-land-degradation,MLI,0,Africa
forestry-and-land-use,forest-land-fires,MLI,479554,Africa
transportation,international-aviation,MLI,48824,Africa
agriculture,manure-left-on-pasture-cattle,MLI,214334,Africa
forestry-and-land-use,net-forest-land,MLI,115315,Africa
forestry-and-land-use,net-shrubgrass,MLI,776123,Africa
forestry-and-land-use,net-wetland,MLI,-55112,Africa
forestry-and-land-use,removals,MLI,-880246,Africa
transportation,road-transportation,MLI,241266,Africa
forestry-and-land-use,shrubgrass-fires,MLI,312737,Africa
waste,solid-waste-disposal,MLI,112004,Africa
agriculture,synthetic-fertilizer-application,MLI,30487,Africa
waste,wastewater-treatment-and-discharge,MLI,6209,Africa
forestry-and-land-use,water-reservoirs,MLI,198417,Africa
forestry-and-land-use,wetland-fires,MLI,3746,Africa
agriculture,cropland-fires,MLT,6,Europe
power,electricity-generation,MLT,185000,Europe
forestry-and-land-use,forest-land-clearing,MLT,0,Europe
forestry-and-land-use,forest-land-degradation,MLT,0,Europe
forestry-and-land-use,forest-land-fires,MLT,0,Europe
transportation,international-aviation,MLT,221964,Europe
forestry-and-land-use,net-forest-land,MLT,-5,Europe
forestry-and-land-use,net-shrubgrass,MLT,37,Europe
forestry-and-land-use,net-wetland,MLT,-4,Europe
forestry-and-land-use,removals,MLT,1,Europe
transportation,road-transportation,MLT,10280,Europe
forestry-and-land-use,shrubgrass-fires,MLT,0,Europe
waste,wastewater-treatment-and-discharge,MLT,9588,Europe
forestry-and-land-use,wetland-fires,MLT,0,Europe
fossil-fuel-operations,coal-mining,MMR,6611,Asia
mineral-extraction,copper-mining,MMR,721970,Asia
agriculture,cropland-fires,MMR,1115381,Asia
transportation,domestic-aviation,MMR,2586,Asia
power,electricity-generation,MMR,414041,Asia
agriculture,enteric-fermentation-cattle-pasture,MMR,692450,Asia
forestry-and-land-use,forest-land-clearing,MMR,2551228,Asia
forestry-and-land-use,forest-land-degradation,MMR,349590,Asia
forestry-and-land-use,forest-land-fires,MMR,2273205,Asia
transportation,international-aviation,MMR,17406,Asia
agriculture,manure-left-on-pasture-cattle,MMR,233373,Asia
forestry-and-land-use,net-forest-land,MMR,-5200052,Asia
forestry-and-land-use,net-shrubgrass,MMR,-18977,Asia
forestry-and-land-use,net-wetland,MMR,-9554,Asia
fossil-fuel-operations,oil-and-gas-production-and-transport,MMR,667818,Asia
forestry-and-land-use,removals,MMR,-5201196,Asia
agriculture,rice-cultivation,MMR,269771,Asia
transportation,road-transportation,MMR,28706,Asia
forestry-and-land-use,shrubgrass-fires,MMR,61749,Asia
waste,solid-waste-disposal,MMR,37940,Asia
agriculture,synthetic-fertilizer-application,MMR,81738,Asia
waste,wastewater-treatment-and-discharge,MMR,18820,Asia
forestry-and-land-use,water-reservoirs,MMR,101744,Asia
forestry-and-land-use,wetland-fires,MMR,1659,Asia
mineral-extraction,bauxite-mining,MNE,15722,Europe
fossil-fuel-operations,coal-mining,MNE,37706,Europe
agriculture,cropland-fires,MNE,13664,Europe
power,electricity-generation,MNE,1263000,Europe
agriculture,enteric-fermentation-cattle-pasture,MNE,922,Europe
forestry-and-land-use,forest-land-clearing,MNE,13336,Europe
forestry-and-land-use,forest-land-degradation,MNE,0,Europe
forestry-and-land-use,forest-land-fires,MNE,2503,Europe
transportation,international-aviation,MNE,32350,Europe
agriculture,manure-left-on-pasture-cattle,MNE,325,Europe
forestry-and-land-use,net-forest-land,MNE,630177,Europe
forestry-and-land-use,net-shrubgrass,MNE,30804,Europe
forestry-and-land-use,net-wetland,MNE,-3397,Europe
forestry-and-land-use,removals,MNE,-8314,Europe
transportation,road-transportation,MNE,159892,Europe
forestry-and-land-use,shrubgrass-fires,MNE,1450,Europe
waste,solid-waste-disposal,MNE,372238,Europe
agriculture,synthetic-fertilizer-application,MNE,247,Europe
waste,wastewater-treatment-and-discharge,MNE,1568,Europe
forestry-and-land-use,water-reservoirs,MNE,1283,Europe
forestry-and-land-use,wetland-fires,MNE,0,Europe
fossil-fuel-operations,coal-mining,MNG,263411,Asia
mineral-extraction,copper-mining,MNG,345597,Asia
agriculture,cropland-fires,MNG,326,Asia
transportation,domestic-aviation,MNG,956,Asia
power,electricity-generation,MNG,1409200,Asia
agriculture,enteric-fermentation-cattle-feedlot,MNG,3329,Asia
agriculture,enteric-fermentation-cattle-pasture,MNG,28546,Asia
forestry-and-land-use,forest-land-clearing,MNG,519,Asia
forestry-and-land-use,forest-land-degradation,MNG,0,Asia
forestry-and-land-use,forest-land-fires,MNG,86,Asia
transportation,international-aviation,MNG,7583,Asia
mineral-extraction,iron-mining,MNG,239197,Asia
agriculture,manure-left-on-pasture-cattle,MNG,9620,Asia
agriculture,manure-management-cattle-feedlot,MNG,442,Asia
forestry-and-land-use,net-forest-land,MNG,136319,Asia
forestry-and-land-use,net-shrubgrass,MNG,-178405,Asia
forestry-and-land-use,net-wetland,MNG,-8221,Asia
forestry-and-land-use,removals,MNG,-3491,Asia
transportation,road-transportation,MNG,1144676,Asia
forestry-and-land-use,shrubgrass-fires,MNG,1473,Asia
waste,solid-waste-disposal,MNG,248963,Asia
agriculture,synthetic-fertilizer-application,MNG,644,Asia
waste,wastewater-treatment-and-discharge,MNG,23714,Asia
forestry-and-land-use,wetland-fires,MNG,0,Asia
transportation,international-aviation,MNP,18519,Oceania
waste,wastewater-treatment-and-discharge,MNP,844,Oceania
mineral-extraction,bauxite-mining,MOZ,452,Africa
fossil-fuel-operations,coal-mining,MOZ,391153,Africa
agriculture,cropland-fires,MOZ,42138,Africa
transportation,domestic-aviation,MOZ,6392,Africa
power,electricity-generation,MOZ,240833,Africa
agriculture,enteric-fermentation-cattle-pasture,MOZ,35777,Africa
forestry-and-land-use,forest-land-clearing,MOZ,984845,Africa
forestry-and-land-use,forest-land-degradation,MOZ,220,Africa
forestry-and-land-use,forest-land-fires,MOZ,20991077,Africa
transportation,international-aviation,MOZ,11988,Africa
agriculture,manure-left-on-pasture-cattle,MOZ,18473,Africa
forestry-and-land-use,net-forest-land,MOZ,1355703,Africa
forestry-and-land-use,net-shrubgrass,MOZ,-631157,Africa
forestry-and-land-use,net-wetland,MOZ,-99520,Africa
fossil-fuel-operations,oil-and-gas-production-and-transport,MOZ,1645803,Africa
forestry-and-land-use,removals,MOZ,-18847138,Africa
transportation,road-transportation,MOZ,88147,Africa
forestry-and-land-use,shrubgrass-fires,MOZ,1791121,Africa
waste,solid-waste-disposal,MOZ,196563,Africa
agriculture,synthetic-fertilizer-application,MOZ,195,Africa
waste,wastewater-treatment-and-discharge,MOZ,4844,Africa
forestry-and-land-use,water-reservoirs,MOZ,288095,Africa
forestry-and-land-use,wetland-fires,MOZ,84902,Africa
mineral-extraction,copper-mining,MRT,35140,Africa
agriculture,cropland-fires,MRT,19710,Africa
transportation,domestic-aviation,MRT,463,Africa
power,electricity-generation,MRT,142600,Africa
agriculture,enteric-fermentation-cattle-pasture,MRT,56846,Africa
forestry-and-land-use,forest-land-clearing,MRT,42,Africa
forestry-and-land-use,forest-land-degradation,MRT,0,Africa
forestry-and-land-use,forest-land-fires,MRT,8,Africa
transportation,international-aviation,MRT,26790,Africa
mineral-extraction,iron-mining,MRT,35179,Africa
agriculture,manure-left-on-pasture-cattle,MRT,29352,Africa
forestry-and-land-use,net-forest-land,MRT,431,Africa
forestry-and-land-use,net-shrubgrass,MRT,239311,Africa
forestry-and-land-use,net-wetland,MRT,-6274,Africa
forestry-and-land-use,removals,MRT,-1985,Africa
transportation,road-transportation,MRT,180150,Africa
forestry-and-land-use,shrubgrass-fires,MRT,1231,Africa
waste,solid-waste-disposal,MRT,448571,Africa
agriculture,synthetic-fertilizer-application,MRT,187,Africa
forestry-and-land-use,water-reservoirs,MRT,130490,Africa
forestry-and-land-use,wetland-fires,MRT,216,Africa
forestry-and-land-use,forest-land-clearing,MSR,2117,North America
forestry-and-land-use,forest-land-degradation,MSR,42,North America
forestry-and-land-use,forest-land-fires,MSR,0,North America
transportation,international-aviation,MSR,122,North America
forestry-and-land-use,net-forest-land,MSR,10337,North America
forestry-and-land-use,net-shrubgrass,MSR,-27363,North America
forestry-and-land-use,net-wetland,MSR,-867,North America
forestry-and-land-use,removals,MSR,-2370,North America
forestry-and-land-use,shrubgrass-fires,MSR,0,North America
waste,wastewater-treatment-and-discharge,MSR,262,North America
forestry-and-land-use,wetland-fires,MSR,0,North America
power,electricity-generation,MTQ,522000,North America
forestry-and-land-use,forest-land-clearing,MTQ,2699,North America
forestry-and-land-use,forest-land-degradation,MTQ,772,North America
forestry-and-land-use,forest-land-fires,MTQ,0,North America
transportation,international-aviation,MTQ,274624,North America
forestry-and-land-use,net-forest-land,MTQ,-28141,North America
forestry-and-land-use,net-shrubgrass,MTQ,-369,North America
forestry-and-land-use,net-wetland,MTQ,47,North America
fossil-fuel-operations,oil-and-gas-refining,MTQ,95250,North America
forestry-and-land-use,removals,MTQ,-3770,North America
transportation,road-transportation,MTQ,38147,North America
forestry-and-land-use,shrubgrass-fires,MTQ,0,North America
waste,wastewater-treatment-and-discharge,MTQ,415,North America
forestry-and-land-use,wetland-fires,MTQ,0,North America
agriculture,cropland-fires,MUS,22543,Africa
transportation,domestic-aviation,MUS,1690,Africa
power,electricity-generation,MUS,138083,Africa
forestry-and-land-use,forest-land-clearing,MUS,3545,Africa
forestry-and-land-use,forest-land-degradation,MUS,439,Africa
forestry-and-land-use,forest-land-fires,MUS,534,Africa
transportation,international-aviation,MUS,220245,Africa
forestry-and-land-use,net-forest-land,MUS,77091,Africa
forestry-and-land-use,net-shrubgrass,MUS,-3096,Africa
forestry-and-land-use,net-wetland,MUS,30560,Africa
forestry-and-land-use,removals,MUS,-11404,Africa
transportation,road-transportation,MUS,604145,Africa
forestry-and-land-use,shrubgrass-fires,MUS,2,Africa
waste,solid-waste-disposal,MUS,631175,Africa
waste,wastewater-treatment-and-discharge,MUS,9609,Africa
forestry-and-land-use,wetland-fires,MUS,181,Africa
fossil-fuel-operations,coal-mining,MWI,60016,Africa
agriculture,cropland-fires,MWI,17818,Africa
transportation,domestic-aviation,MWI,1039,Africa
power,electricity-generation,MWI,0,Africa
agriculture,enteric-fermentation-cattle-pasture,MWI,11170,Africa
forestry-and-land-use,forest-land-clearing,MWI,45775,Africa
forestry-and-land-use,forest-land-degradation,MWI,206,Africa
forestry-and-land-use,forest-land-fires,MWI,277882,Africa
transportation,international-aviation,MWI,17703,Africa
agriculture,manure-left-on-pasture-cattle,MWI,5767,Africa
forestry-and-land-use,net-forest-land,MWI,66076,Africa
forestry-and-land-use,net-shrubgrass,MWI,-11423,Africa
forestry-and-land-use,net-wetland,MWI,335,Africa
